DateTime,AirportDistance,AltAGL,AltMSL Lag Diff,amp1,amp2,AOASimple,CAS,Coordination Index,E1 CHT Divergence,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT Divergence,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,E1 FFlow,E1 OilP,E1 OilT,E1 RPM,FQtyL,FQtyR,GndSpd,HAL,HCDI,HDG,HPLfd,IAS,LatAc,LOC-I Index,NAV1,NAV2,NormAc,OAT,Pitch,Roll,RunwayDistance,Stall Index,TAS,Total Fuel,TRK,volt1,volt2,VPLwas,VSpd,VSpd Calculated,VSpdG,WptBrg,WptDst
1999,10000,803,-24,0.8,0,4.922605042,84.76,100,13.83,329.99,336.67,326.7,322.84,47.28,1238.21,1273.26,1225.98,1236.09,8.63,68.51,163.46,2073.7,15.75,18.79,100.65,1852,-0.16,308.9,17.5,84.76,0,0.328173669,116.2,114.3,0.04,21.2,3.12,-0.35,500,0.328173669,88,34.54,309.4,28,28,18,-252.74,-270,-78.7,-77.5,24.3
2000,10000,806,-21.4,0.8,0,3.662319808,84.38,13.10014198,13.84,329.94,336.69,326.62,322.85,48.21,1238.53,1273.51,1225.3,1236.13,8.66,68.24,163.48,2074.1,15.8,18.74,100.73,1852,-0.172,309.2,17.5,84.38,0,0.031984606,116.2,114.3,0.03,21.2,3.26,0.41,500,0.244154654,88,34.54,309.4,28,28,18,-279.86,-60,7.9,-77.5,24.3
2001,10000,805,-21.2,0.8,0.1,1.317433177,84.6,42.03440338,13.83,329.98,336.77,326.64,322.94,48.5,1238.95,1273.44,1224.94,1235.72,8.62,68.21,163.49,2075.1,15.89,18.61,100.75,1852,-0.185,308.6,16.5,84.6,-0.01,0.036918345,116.2,114.3,-0.06,21.2,2.12,-0.3,500,0.087828878,88,34.5,309.4,28,28,18,-163.71,120,11.8,-77.6,24.3
2002,10000,803,-21.5,0.7,0,2.65,85.04,16.74650354,13.77,329.99,336.84,326.67,323.07,47.31,1238.89,1273.01,1225.7,1235.63,8.64,68.45,163.5,2074.1,16.04,18.5,100.92,1852,-0.197,308.4,17.5,85.04,-0.01,0.02958549,116.2,114.3,0.04,21.2,2.65,-0.29,500,0.176666667,89,34.54,309.1,28,28,17,-32.31,0,-82.7,-77.6,24.3
2003,10000,805,-19.9,0.8,0.1,3.4992694,85.18,7.072997057,13.69,329.99,336.85,326.67,323.16,47.03,1239.11,1272.34,1225.31,1236.2,8.69,68.39,163.52,2075.4,16.17,18.34,101.1,1852,-0.209,308.2,17,85.18,-0.01,0.016500215,116.2,114.3,0.04,21.2,3.3,0.4,500,0.233284627,89,34.51,309.1,28,28,17,-39.91,-30,-27.6,-77.6,24.2
2004,10000,806,-16.6,0.7,0,3.412252617,85.35,2.63262743,13.69,329.99,336.93,326.6,323.24,46.42,1238.73,1271.42,1225,1236.06,8.66,68.65,163.53,2076.5,16.39,18.21,101.06,1852,-0.221,308.1,17.5,85.35,-0.02,0.005988793,116.2,114.3,0.01,21.2,3.81,0.64,500,0.227483508,89,34.6,308.8,28,28,17,-9.06,60,66.9,-77.6,24.2
2005,10000,809,-12.4,0.7,0,3.750775147,84.98,9.55370804,13.63,329.99,336.98,326.59,323.35,46.2,1238.02,1271.03,1224.83,1235.92,8.67,68.54,163.55,2075.7,16.6,18.01,100.86,1852,-0.234,308.1,17.5,84.98,-0.02,0.023889207,116.2,114.3,0.01,21.2,4.35,0.68,500,0.250051676,89,34.61,308.7,28,28,18,25.48,90,133.9,-77.7,24.2
2006,10000,812,-4.9,0.8,0.1,3.997717693,84.63,8.008311174,13.58,329.95,336.98,326.56,323.4,45.99,1237.67,1270.9,1224.91,1235.26,8.69,68.67,163.56,2073.5,16.84,17.9,100.49,1852,-0.246,308.1,17.5,84.63,-0.01,0.021343312,116.2,114.3,0.01,21.2,4.8,0.57,500,0.266514513,88,34.74,308.8,28,28,18,70.44,120,189,-77.7,24.2
2007,10000,818,5.4,0.7,0,3.466220219,84.05,9.012063142,13.58,329.91,336.99,326.56,323.41,45.06,1237.35,1270.45,1225.39,1234.15,8.67,68.62,163.57,2070.7,16.97,17.76,100.03,1852,-0.259,307.9,16.5,84.05,-0.02,0.020825197,116.2,114.3,-0.01,21.2,4.88,0.25,500,0.231081348,88,34.73,308.7,28,28,18,97.91,210,232.3,-77.7,24.1
2008,10000,822,12.9,0.8,0,2.384340395,83.69,15.98970323,13.51,329.86,337.03,326.53,323.52,44.99,1237.8,1270.11,1225.12,1232.9,8.63,68.61,163.59,2071.3,17.05,17.71,99.52,1852,-0.271,307.7,17.5,83.69,-0.01,0.025416597,116.2,114.3,-0.04,21.5,4.21,-0.25,500,0.158956026,87,34.76,308.6,28,28,17,148.62,270,236.2,-77.8,24.1
2009,10000,825,16.6,0.7,0,1.910502766,83.25,22.24632587,13.49,329.85,337.03,326.44,323.54,46.12,1237.44,1269.76,1223.64,1232.15,8.61,68.45,163.6,2070.2,17.13,17.63,99.25,1852,-0.282,307.5,17,83.25,-0.01,0.028334445,116.2,114.3,-0.14,21.5,2.93,-0.7,500,0.127366851,87,34.76,308.3,28,28,17,196.23,150,165.4,-77.8,24.1
2010,10000,826,16.5,0.7,0,2.092463953,83.3,25.90636801,13.43,329.79,336.99,326.43,323.56,47.24,1237.21,1269.05,1221.81,1231.96,8.6,68.47,163.61,2069.5,17.15,17.57,99.23,1852,-0.294,307.3,17,83.3,-0.02,0.036138761,116.2,114.3,-0.08,21.5,2.5,-0.96,500,0.139497597,87,34.72,308.2,28,28,17,186.27,60,27.6,-77.8,24.1
2011,10000,824,16.4,0.7,0.1,2.053132705,83.56,30.95711592,13.41,329.69,337,326.32,323.59,47.53,1236.81,1267.92,1220.39,1232.12,8.64,68.28,163.63,2070.8,17.23,17.55,99.43,1852,-0.306,306.9,17.5,83.56,-0.02,0.042372711,116.2,114.3,-0.06,21.5,1.85,-0.43,500,0.136875514,87,34.78,307.8,28,28,18,126.1,-30,-74.8,-77.9,24
2012,10000,821,15.7,0.8,0.1,3.376307911,83.9,3.022805516,13.32,329.59,336.99,326.29,323.67,47.61,1235.06,1268.04,1220.43,1231.53,8.63,68.28,163.64,2071.4,17.28,17.55,99.79,1852,-0.317,307,17.5,83.9,-0.01,0.006803948,116.2,114.3,-0.01,21.5,1.96,0.23,500,0.225087194,88,34.83,307.5,28,28,18,49.72,-210,-169.3,-77.9,24
2013,10000,814,11.4,0.7,0,4.322305903,83.95,22.78402351,13.31,329.56,336.99,326.18,323.68,47.64,1234.7,1268.24,1220.6,1230.72,8.67,68.32,163.65,2070.5,17.31,17.49,100.22,1852,-0.329,307.4,16.5,83.95,-0.01,0.065653013,116.2,114.3,0,21.5,2.3,0.16,500,0.288153727,88,34.8,307.4,28,28,18,-83.16,-300,-181.1,-77.9,24
2014,10000,814,7.6,0.7,0,4.013443379,84.07,29.19747678,13.27,329.45,336.93,326.13,323.66,48.19,1235.33,1268.66,1220.47,1229.92,8.27,68.25,163.66,2058.5,17.36,17.46,100.55,1852,-0.34,307.7,17.5,84.07,0,0.078121613,116.2,114.3,0.02,21.5,2.6,-0.74,500,0.267562892,88,34.82,307.5,28,28,17,-186.59,-210,-137.8,-77.9,24
2015,10000,812,3.5,0.7,0.1,2.863915353,84.32,18.68468953,13.18,329.33,336.86,326.03,323.68,48.67,1234.15,1268.15,1219.48,1229.15,8.12,67.9,163.68,2021.7,17.39,17.46,100.69,1852,-0.352,307.7,17,84.32,0,0.035674246,116.2,114.3,-0.04,21.5,2.26,-1.33,500,0.19092769,88,34.85,307.4,28,28,17,-198.43,-90,-98.4,-78,23.9
2016,10000,810,-1.7,0.6,0,2.823772138,84.34,36.98406084,13.15,329.21,336.83,325.91,323.68,49.1,1232,1267.18,1218.08,1228.43,8.2,67.76,163.69,2016.4,17.28,17.63,100.79,1852,-0.364,307.4,17.5,84.34,-0.01,0.06962304,116.2,114.3,-0.01,21.5,2.22,-1.29,500,0.188251476,88,34.91,307.2,28,28,17,-161.17,-90,-122,-78,23.9
2017,10000,808,-9.8,0.7,0.1,2.601083929,84.64,42.50576784,13.06,329.09,336.73,325.83,323.67,49.55,1230.35,1265.3,1215.75,1228.13,8.03,68.22,163.7,2019.3,17.13,17.74,100.9,1852,-0.375,306.9,17.5,84.64,0,0.07370738,116.2,114.3,-0.01,21.5,2.2,-0.78,500,0.173405595,88,34.87,307,28,28,18,-123.11,-60,-126,-78,23.9
2018,10000,806,-16.3,0.7,0,1.899527066,85.07,13.92832482,13.01,329.01,336.68,325.75,323.67,49.68,1228.67,1263.65,1213.97,1227.38,8.07,68.11,163.71,2023.9,17.1,17.82,101.04,1852,-0.387,306.8,17.5,85.07,-0.01,0.017638153,116.2,114.3,-0.05,21.5,1.7,-0.54,500,0.126635138,89,34.92,306.7,28,28,18,-85.74,-30,-126,-78.1,23.9
2019,10000,808,-21.2,0.7,0.1,2.063878438,85.31,12.40078202,13,328.88,336.59,325.62,323.59,49.56,1227.04,1261.95,1212.39,1226.07,8.06,68.24,163.73,2028.1,17.05,17.9,101.25,1852,-0.398,306.7,16.5,85.31,0,0.017062471,116.2,114.3,-0.1,21.5,0.87,-0.43,500,0.137591896,89,34.95,306.7,28,28,17,-65.15,-180,-189,-78.1,23.8
2020,10000,804,-25.7,0.7,0,3.65045699,85.65,17.06233786,12.9,328.74,336.47,325.5,323.57,49.1,1225.39,1259.99,1210.89,1225.81,8.05,68.25,163.75,2029.8,17.05,17.9,101.58,1852,-0.41,306.8,17.5,85.65,0,0.041523554,116.2,114.3,0.03,21.5,1.47,-0.76,500,0.243363799,89,34.95,306.6,28,28,17,-112.89,-330,-259.8,-78.1,23.8
2021,10000,801,-27.3,0.7,0.1,4.066149339,85.91,13.206314,12.84,328.6,336.39,325.33,323.55,48.12,1223.27,1258.79,1210.67,1225.16,8.15,68.2,163.75,2029.7,17.05,17.92,101.93,1852,-0.421,306.8,17,85.91,0,0.03579923,116.2,114.3,0.05,21.5,2.09,-0.94,500,0.271076623,90,34.97,306.5,28,28,17,-218.43,-300,-200.8,-78.2,23.8
2022,10000,800,-25.7,0.7,0.1,3.887851852,86.18,26.89765747,12.72,328.43,336.23,325.21,323.51,47.75,1222.8,1258.78,1211.03,1224.26,8.08,68.51,163.77,2035.2,17.02,17.98,102.07,1852,-0.432,306.6,17,86.18,0,0.069716072,116.2,114.3,0.08,21.5,3.1,-1,500,0.259190123,90,35,306.2,28,28,17,-249.95,-120,-86.6,-78.2,23.8
2023,4241.217757,802,-19.3,0.6,0,3.021690758,86.13,42.68114765,12.65,328.25,336.07,325.05,323.42,46.37,1222.41,1258.01,1211.64,1222.69,8.22,68.32,163.78,2038.9,17.02,17.98,101.93,1852,-0.443,306.2,17.5,86.13,0.01,0.085979486,116.2,114.3,0.07,21.5,3.81,-1.21,500,0.201446051,90,35,306.2,28,28,18,-194.02,120,70.9,-78.2,23.7
2024,4164.962229,805,-13.4,0.7,0.1,1.533598384,86.15,50.3732976,12.62,328.08,335.96,324.88,323.34,45.93,1222.85,1257.06,1211.13,1222.04,8.16,67.98,163.79,2042.2,16.97,18.01,101.56,1852,-0.454,305.7,17.5,86.15,0,0.051501605,116.2,114.3,-0.06,21.5,3.11,-1.3,500,0.102239892,90,34.98,305.9,28,28,18,-55.93,240,173.2,-78.2,23.7
2025,4096.100856,806,-10.6,0.7,0,2.252761826,85.97,28.69251998,12.56,327.93,335.84,324.71,323.28,45.66,1221.99,1256.44,1210.78,1221.62,8.07,68.6,163.8,2041.8,16.94,18.06,101.23,1852,-0.465,305.5,16.5,85.97,0,0.043091609,116.2,114.3,-0.01,21.5,3.24,-1.13,500,0.150184122,90,35,305.7,28,28,18,98.73,150,133.9,-78.3,23.7
2026,4030.948236,808,-6.8,0.6,0.1,3.382532037,85.41,17.46590566,12.49,327.74,335.68,324.56,323.19,44.85,1222.2,1256.12,1211.27,1221.11,8.14,68.52,163.81,2039.8,16.86,18.06,100.98,1852,-0.476,305.4,17.5,85.41,0.01,0.03938599,116.2,114.3,0.01,21.5,3.78,-0.79,500,0.225502136,89,34.92,305.5,28,28,17,117.03,60,137.8,-78.3,23.7
2027,3971.314625,810,-1.8,0.6,0,3.449137251,84.78,23.73655715,12.38,327.56,335.52,324.4,323.14,43.89,1222.62,1255.88,1211.99,1220.58,8.47,68.32,163.82,2037.5,16.84,18.11,100.61,1852,-0.487,305.1,17,84.78,0,0.054580429,116.2,114.3,0,21.5,4.25,-0.34,500,0.229942483,88,34.95,305.5,28,28,17,99.83,120,161.4,-78.3,23.6
2028,3917.324199,813,3.3,0.7,0.1,3.394104681,84.46,17.67605911,12.33,327.35,335.34,324.16,323.01,42.85,1222.83,1255.59,1212.74,1220.24,8.17,68.32,163.83,2032,16.76,18.16,100.09,1852,-0.497,305.2,17,84.46,0,0.039996263,116.2,114.3,0.01,21.5,4.6,-0.81,500,0.226273645,88,34.92,305.3,28,28,17,124.43,180,185,-78.4,23.6
2029,3872.268198,813,8.7,0.6,0,3.301767091,84.18,28.42565108,12.28,327.18,335.19,324,322.91,41.46,1223.86,1255.15,1213.69,1220.22,8.2,68.6,163.84,2028.1,16.76,18.21,99.52,1852,-0.508,305.4,17.5,84.18,0,0.06256992,116.2,114.3,-0.03,21.5,4.31,-1.13,500,0.220117806,88,34.97,305.3,28,28,18,148.25,150,200.8,-78.4,23.6
2030,3830.566773,815,15.5,0.6,0.1,3.631901652,83.74,33.35352705,12.2,326.95,335,323.79,322.8,42.74,1224.3,1255.33,1212.59,1220.23,8.43,68.21,163.84,2029.6,16.7,18.27,99.02,1852,-0.518,305.3,17.5,83.74,0.01,0.08075782,116.2,114.3,-0.02,21.5,4.24,-1.93,500,0.242126777,87,34.97,305.1,28,28,18,156.96,90,165.4,-78.4,23.6
2031,3798.32371,819,22.2,0.7,0,3.120747657,83.27,43.09254746,12.15,326.72,334.84,323.6,322.69,44.94,1223.57,1255.04,1210.1,1220.28,8.19,68.52,163.84,2026.8,16.65,18.29,98.59,1852,-0.528,304.9,16.5,83.27,0,0.089653978,116.2,114.3,0,21.5,4.14,-1.3,500,0.208049844,87,34.94,304.7,28,28,18,125.19,150,141.7,-78.4,23.5
2032,3771.699261,821,25.6,0.7,0,1.926904114,83.16,18.93136308,12.04,326.54,334.64,323.39,322.6,46.05,1222.55,1254.88,1208.83,1220.71,8.45,68.15,163.84,2023.8,16.6,18.34,98.24,1852,-0.538,304.3,17.5,83.16,-0.01,0.024319281,116.2,114.3,-0.05,21.5,3.56,1.3,500,0.128460274,87,34.94,304.7,28,28,17,131.79,240,118.1,-78.5,23.5
2033,3752.708387,819,24.7,0.7,0.1,2.285884681,83.4,30.34059705,11.94,326.34,334.41,323.18,322.47,46.62,1221.54,1254.68,1208.06,1221.02,8.41,68.27,163.84,2022.5,16.6,18.34,97.99,1852,-0.549,304.3,17,83.4,-0.02,0.046236737,116.2,114.3,-0.05,21.5,3.1,2.16,500,0.152392312,87,34.94,304.7,28,28,17,186.36,120,55.1,-78.5,23.5
2034,3741.225572,819,21.5,0.7,0.1,3.03729157,83.35,18.1391216,11.9,326.13,334.24,322.94,322.34,46.15,1221.11,1253.91,1207.76,1221.85,8.49,68.33,163.85,2025.2,16.6,18.34,97.91,1852,-0.559,305.2,17,83.35,-0.01,0.036729201,116.2,114.3,-0.04,21.5,2.63,2.69,500,0.202486105,87,34.94,305,28,28,17,156.73,-60,-7.9,-78.5,23.5
2035,3739.092976,821,19.3,0.6,0,3.052929357,83.08,0.520071932,11.81,325.81,333.89,322.61,322.08,45.81,1220.86,1252.51,1206.7,1222.1,8.24,68.08,163.85,2025.3,16.6,18.34,98.01,1852,-0.57,305.9,17.5,83.08,0,0.001058495,116.2,114.3,-0.02,21.5,2.44,3.05,500,0.203528624,87,34.94,305.4,28,28,18,55.1,-90,-59.1,-78.5,23.4
2036,3744.29852,820,16.3,0.6,0,2.678812073,83.04,17.4920421,11.74,325.68,333.79,322.51,322.05,45.21,1220.67,1251.61,1206.4,1221.35,8.46,68.14,163.85,2025.8,16.6,18.29,98.18,1852,-0.58,306.4,17.5,83.04,-0.01,0.031238596,116.2,114.3,-0.02,21.5,2.27,3.45,500,0.178587472,87,34.89,306,28,28,18,-20.06,-60,-86.6,-78.6,23.4
2037,3760.313653,816,10.1,0.6,0.1,3.037340442,83.34,40.22446085,11.7,325.44,333.57,322.3,321.87,45.07,1220.53,1251.59,1206.52,1219.9,8.5,68.37,163.85,2028.4,16.65,18.27,98.41,1852,-0.591,306.6,16.5,83.34,-0.01,0.081450254,116.2,114.3,0.02,21.5,2.63,3.75,500,0.202489363,87,34.92,306.6,28,28,18,-52.79,-60,-106.3,-78.6,23.4
2038,3783.080991,815,6.1,0.6,0,3.596754752,83.46,29.49795602,11.59,325.14,333.25,321.98,321.66,45.09,1220.56,1251.55,1206.46,1219.38,8.32,68.37,163.85,2026.9,16.6,18.27,98.57,1852,-0.602,306.9,17.5,83.46,-0.02,0.070731276,116.2,114.3,0.02,21.5,3.19,3.43,500,0.23978365,87,34.87,307.2,28,28,17,-62.34,-60,-74.8,-78.6,23.4
2039,3817.785758,819,2.7,0.6,0.1,4.066998585,83.41,0.430088305,11.53,324.91,333.02,321.72,321.49,45.48,1220.34,1251.28,1205.8,1218.99,8.39,68.51,163.85,2026,16.65,18.21,98.57,1852,-0.614,307.6,17,83.41,-0.01,0.001166112,116.2,114.3,0.02,21.5,3.66,3.13,500,0.271133239,87,34.86,307.7,28,28,17,-58.16,-60,-15.7,-78.7,23.3
2040,3856.11559,820,0.8,0.6,0.1,3.875865675,83.15,11.13861649,11.5,324.8,332.92,321.6,321.42,46.05,1220.25,1251.21,1205.16,1217.75,8.36,68.14,163.85,2025.5,16.65,18.21,98.43,1852,-0.626,308.1,17.5,83.15,0,0.028781188,116.2,114.3,0.01,21.5,4.08,3,500,0.258391045,87,34.86,308.2,28,28,17,-58.94,30,47.2,-78.7,23.3
2041,3907.324503,825,-1.2,0.6,0,3.562158052,83.02,3.245110355,11.43,324.47,332.58,321.3,321.15,46.8,1220.24,1250.94,1204.14,1217.03,8.34,68.34,163.85,2024.7,16.65,18.16,98.16,1852,-0.638,307.9,18,83.02,-0.02,0.007706397,116.2,114.3,0.01,21.5,4.38,0.65,500,0.237477203,87,34.81,308.6,28,28,18,-12.99,120,90.6,-78.7,23.3
2042,3962.220165,827,-1.7,0.6,0,3.129705625,82.74,40.82751056,11.34,324.22,332.33,321.06,320.99,46.69,1219.79,1251.02,1204.33,1216.5,8.46,68.09,163.84,2020.2,16.7,18.11,97.81,1852,-0.65,308.3,18,82.74,0,0.085185393,116.2,114.3,-0.08,21.5,3.54,-1.15,500,0.208647042,86,34.81,308.7,28,28,18,36.32,60,106.3,-78.8,23.3
2043,4019.76707,831,-0.8,0.6,0.1,3.398212793,82.37,49.24533328,11.34,324.13,332.27,320.94,320.93,47.05,1219.63,1251.26,1204.21,1216.5,8.43,68.07,163.84,2018.2,16.7,18.06,97.62,1852,-0.661,308.8,17,82.37,0.01,0.111564081,116.2,114.3,-0.08,21.5,2.78,-1.32,500,0.22654752,86,34.76,308.4,28,28,18,45.42,-90,3.9,-78.8,23.2
2044,4085.733866,829,-3.5,0.6,0,4.342019156,82.24,52.79901137,11.3,323.92,332.03,320.73,320.77,47.01,1219.53,1251.09,1204.08,1216.69,8.47,68.17,163.84,2019,16.7,18.16,97.62,1852,-0.673,308.2,18,82.24,0,0.152836213,116.2,114.3,0.04,21.5,3.31,-1.14,500,0.289467944,86,34.86,308.4,28,28,17,-17.26,-150,-98.4,-78.8,23.2
2045,4155.84761,831,-3.4,0.6,0,3.851637668,82.47,37.7970159,11.26,323.58,331.65,320.39,320.48,46.59,1218.71,1250.57,1203.98,1217.35,8.41,68.63,163.84,2016,16.65,18.11,97.62,1852,-0.684,307.8,17.5,82.47,0,0.097053607,116.2,114.3,0.01,21.5,3.44,-0.94,500,0.256775845,86,34.76,308.2,28,28,17,-71.93,-60,-63,-78.9,23.2
2046,4231.208407,828,-2.3,0.6,0,2.784157534,82.46,14.01474903,11.27,323.45,331.56,320.29,320.42,46.13,1218.42,1250.19,1204.06,1217.4,8.15,68.5,163.83,2019.3,16.7,18.11,97.54,1852,-0.696,307.7,17.5,82.46,0.01,0.026012846,116.2,114.3,-0.04,21.5,2.99,-0.56,500,0.185610502,86,34.81,308,28,28,17,-57.58,30,-27.6,-78.9,23.2
2047,4311.119799,826,-0.2,0.6,0,3.027163791,82.51,25.3671482,11.27,323.11,331.2,319.93,320.12,46.11,1218.16,1249.13,1203.02,1217.03,8.18,68.2,163.83,2022.7,16.7,18.11,97.56,1852,-0.707,307.5,17.5,82.51,0,0.051193675,116.2,114.3,-0.04,21.5,2.41,-0.93,500,0.201810919,86,34.81,307.9,28,28,18,-28.82,-90,-78.7,-78.9,23.1
2048,4395.864337,827,-0.9,0.6,0.1,4.227850297,82.28,23.8349598,11.27,323.02,331.09,319.82,320.05,46.32,1217.94,1248.91,1202.59,1216.66,8.42,68.5,163.82,2019,16.7,18.11,97.68,1852,-0.719,307.6,17.5,82.28,0,0.067180428,116.2,114.3,0.02,21.5,2.99,-1.26,500,0.281856686,86,34.81,307.6,28,28,18,-72.38,-180,-110.2,-78.9,23.1
2049,4486.705949,825,-3.7,0.6,0.1,3.352337659,82.33,40.32685462,11.24,322.75,330.87,319.63,319.89,46.68,1218.26,1249.06,1202.38,1216.29,8.38,68.42,163.82,2021.5,16.65,18.11,97.77,1852,-0.73,307.3,17,82.33,0.01,0.090126156,116.2,114.3,0,21.5,2.94,-1.56,500,0.223489177,86,34.76,307.4,28,28,18,-110.15,-60,-63,-79,23.1
2050,4577.568024,821,-4.8,0.6,0.1,3.275917382,82.43,52.67286965,11.23,322.43,330.49,319.26,319.6,46.81,1218.95,1249.01,1202.2,1216.52,8.14,68.37,163.81,2024.5,16.65,18.11,97.81,1852,-0.742,306.9,17.5,82.43,-0.01,0.115034646,116.2,114.3,0.01,21.5,3.07,-2,500,0.218394492,86,34.76,307.2,28,28,17,-84.96,-30,-47.2,-79,23.1
2051,4673.461837,821,-7.1,0.6,0,4.002698001,82.53,44.61038927,11.22,322.18,330.23,319.01,319.39,47.75,1218.56,1249.01,1201.26,1216.46,8.06,68.48,163.8,2022.5,16.65,18.06,97.83,1852,-0.753,307.1,17.5,82.53,0.01,0.119041277,116.2,114.3,0,21.5,3.18,-2.3,500,0.266846533,86,34.71,307,28,28,17,-69.48,-120,-27.6,-79,23
2052,4771.876609,821,-9,0.6,0.1,4.166001032,82.2,45.86353778,11.23,322.07,330.13,318.9,319.33,47.06,1217.48,1248.73,1201.67,1216.12,8.41,68.31,163.8,2023.9,16.65,18.06,97.81,1852,-0.763,307.5,17.5,82.2,0.02,0.127378364,116.2,114.3,0,21.5,3.34,-1.52,500,0.277733402,86,34.71,306.7,28,28,17,-91.58,-120,-7.9,-79.1,23
2053,10000,821,-10.6,0.6,0,3.24285123,81.94,45.29240453,11.18,321.84,329.88,318.7,319.15,46.49,1217.52,1248.61,1202.12,1215.67,8.11,68.09,163.8,2023.1,16.54,18.16,97.75,1852,-0.774,307,17.5,81.94,0.01,0.097917686,116.2,114.3,0,21.5,3.45,-1.05,500,0.216190082,86,34.7,306.6,28,28,18,-98.58,30,15.7,-79.1,23
2054,10000,821,-7.3,0.6,0,3.375851384,81.97,32.52087442,11.22,321.52,329.55,318.33,318.83,46.8,1217.88,1248.7,1201.9,1215.26,8.39,68.47,163.79,2019.9,16.44,18.21,97.64,1852,-0.785,306.7,17.5,81.97,0.01,0.073190426,116.2,114.3,0.03,21.5,3.79,-1.01,500,0.225056759,86,34.65,306.5,28,28,18,-33.35,60,35.4,-79.1,23
2055,10000,825,-3,0.6,0.1,3.891707318,81.49,14.36391676,11.16,321.26,329.28,318.12,318.64,47.44,1217.26,1249.21,1201.77,1214.79,8.42,68.44,163.79,2016.4,16.44,18.27,97.46,1852,-0.796,306.8,17,81.49,0.01,0.037266773,116.2,114.3,-0.01,21.5,4.1,-0.59,500,0.259447155,85,34.71,306.3,28,28,17,-0.07,30,82.7,-79.2,22.9
2056,10000,827,-1.1,0.6,0,3.114503867,81.18,7.035006007,11.15,321.15,329.14,317.99,318.56,47.98,1216.79,1249.66,1201.68,1214.91,8.41,68.44,163.77,2014.4,16.39,18.27,97.19,1852,-0.807,306.7,17.5,81.18,0.01,0.014607036,116.2,114.3,0,21.5,4.16,-0.07,500,0.207633591,85,34.66,306.3,28,28,17,23.96,150,110.2,-79.2,22.9
2057,10000,828,2,0.6,0.1,2.5842462,81.16,5.347527396,11.15,320.81,328.8,317.65,318.26,47.88,1216.79,1249.61,1201.73,1214.72,8.41,68.42,163.76,2012.4,16.39,18.29,96.94,1852,-0.818,306.6,17.5,81.16,0.01,0.009212885,116.2,114.3,-0.04,21.5,3.63,0.05,500,0.17228308,85,34.68,306.4,28,28,17,87.85,150,86.6,-79.2,22.9
2058,10000,829,4,0.6,0,3.42,80.94,8.281603721,11.13,320.71,328.68,317.55,318.17,47.92,1216.22,1249.2,1201.28,1214.83,8.42,68.28,163.75,2012.3,16.28,18.34,96.76,1852,-0.828,306.7,17.5,80.94,0.01,0.018882056,116.2,114.3,-0.03,21.5,3.42,-0.16,500,0.228,84,34.62,306.5,28,28,17,110.3,0,15.7,-79.3,22.9
2059,10000,828,6.4,0.6,0.1,3.520353777,80.76,25.78794032,11.1,320.48,328.44,317.34,317.99,46.86,1214.86,1248.39,1201.53,1215.45,8.37,68.44,163.74,2009.3,16.17,18.34,96.72,1852,-0.839,307,17.5,80.76,0.01,0.060521782,116.2,114.3,-0.04,21.5,3.1,-0.55,500,0.234690252,84,34.51,306.5,28,28,17,71.76,-60,-35.4,-79.3,22.8
2060,10000,827,5.4,0.6,0,3.621981358,80.64,29.27333292,11.14,320.25,328.21,317.07,317.77,46.8,1214.65,1248.34,1201.54,1215.59,8.4,68.3,163.72,2010.2,16.17,18.4,96.76,1852,-0.85,307.3,17.5,80.64,0,0.070684977,116.2,114.3,-0.04,21.5,2.78,-0.8,500,0.241465424,84,34.57,306.6,28,28,18,8.28,-120,-86.6,-79.3,22.8
2061,10000,819,1.6,0.6,0.1,3.781308057,80.75,34.89593425,11.08,319.85,327.81,316.73,317.47,47.36,1214.87,1248.22,1200.86,1215.46,8.42,67.81,163.7,2012.3,16.1,18.4,96.92,1852,-0.861,307.7,17,80.75,0.01,0.087968185,116.2,114.3,-0.02,21.5,2.52,-0.77,500,0.252087204,84,34.5,306.6,28,28,17,-58.88,-180,-133.9,-79.3,22.8
2062,10000,817,-1.1,0.6,0,3.319893812,80.84,9.55370804,11.1,319.64,327.58,316.48,317.27,47.23,1215.17,1247.97,1200.74,1214.33,8.34,68.32,163.69,2011.2,15.99,18.5,97.15,1852,-0.872,307.7,17.5,80.84,0.02,0.021144864,116.2,114.3,-0.02,21.5,2.27,-0.68,500,0.221326254,84,34.49,306.6,28,28,16,-116.27,-150,-169.3,-79.4,22.8
2063,10000,813,-4.8,0.5,0,3.123390631,81.26,17.43751708,11.07,319.42,327.32,316.25,317.05,47.12,1215.91,1247.92,1200.8,1213.54,5.86,66.24,163.67,1864.6,15.94,18.55,97.31,1852,-0.883,307.8,17.5,81.26,0.01,0.036309452,116.2,114.3,-0.03,21.5,1.87,-0.81,500,0.208226042,85,34.49,306.7,28,28,17,-127.56,-180,-196.9,-79.4,22.7
2064,10000,809,-9.6,0.6,0.1,5.073860708,81.04,69.68349929,11.04,319.22,327.05,316.01,316.88,45.97,1219.49,1247.21,1201.24,1215.51,4.9,64.75,163.66,1707.5,15.99,18.55,97.07,1852,-0.894,308.8,17.5,81.04,0.03,0.235709579,116.2,114.3,0.05,21.5,2.35,-0.66,500,0.338257381,85,34.54,306.7,28,28,17,-150.81,-390,-244.1,-79.4,22.7
